,fixedacidity,volatileacidity,citricacidity,residualsugar,chlorides,freesulfurdioxide,totalsulfurdioxide,density,pH,sulphates,alchohol,quality
533,7,0,0,13,0,53,178,0,3,0,9,6
534,7,0,0,13,0,53,178,0,3,0,9,6
535,7,0,0,15,0,54,171,0,3,0,9,5
536,7,0,0,15,0,54,171,0,3,0,9,5
537,7,0,0,13,0,53,178,0,3,0,9,6
538,6,0,0,1,0,22,61,0,3,0,10,5
539,6,0,0,4,0,41,211,0,3,0,9,6
540,6,0,0,9,0,10,175,0,3,0,11,4
541,7,0,0,10,0,76,192,0,3,0,8,5
542,5,0,0,1,0,14,167,0,3,0,9,6
543,6,0,0,8,0,29,148,0,3,0,9,6
544,6,0,0,13,0,49,162,0,3,0,9,6
545,6,0,0,1,0,41,149,0,3,0,10,6
546,6,0,0,7,0,38,172,0,3,0,9,6
547,7,0,0,1,0,10,87,0,3,0,11,6
548,6,0,0,1,0,30,127,0,3,0,10,7
549,7,0,0,10,0,76,192,0,3,0,8,5
550,7,0,0,13,0,40,168,0,3,0,9,7
551,9,0,0,1,0,31,93,0,2,0,11,7
552,7,0,0,1,0,32,118,0,3,0,12,7
553,7,0,0,13,0,40,168,0,3,0,9,7
554,7,0,0,1,0,32,118,0,3,0,12,7
555,9,0,0,1,0,31,93,0,2,0,11,7
556,8,0,0,12,0,22,160,0,2,0,9,5
557,6,0,0,1,0,16,137,0,3,0,10,6
558,5,0,0,12,0,53,165,0,3,0,9,5
559,7,0,0,4,0,51,144,0,3,0,12,6
560,6,0,0,9,0,31,150,0,3,0,9,7
561,5,0,0,1,0,39,128,0,3,0,10,5
562,7,0,0,8,0,39,184,0,3,0,9,6
563,7,0,0,1,0,16,135,0,3,0,10,7
564,6,0,0,4,0,38,165,0,3,0,9,5
565,7,0,0,10,0,28,99,0,3,0,10,6
566,7,0,0,12,0,6,37,0,3,0,11,6
567,6,0,0,2,0,59,153,0,3,0,9,5
568,6,0,0,2,0,61,154,0,3,0,9,6
569,6,0,0,5,0,44,179,0,3,0,9,6
570,7,0,0,10,0,77,194,0,3,0,8,5
571,6,0,0,2,0,26,107,0,3,0,11,7
572,6,0,0,16,0,44,181,0,3,0,8,5
573,7,0,0,2,0,49,151,0,3,0,12,7
574,7,0,0,1,0,39,138,0,3,0,11,7
575,8,0,0,1,0,47,185,0,3,0,10,6
576,8,0,0,1,0,47,187,0,3,0,10,6
577,7,0,0,2,0,48,153,0,3,0,12,7
578,6,0,0,2,0,26,107,0,3,0,11,7
579,6,0,0,6,0,42,134,0,3,0,12,7
580,7,0,0,10,0,77,194,0,3,0,8,5
581,5,0,0,4,0,25,111,0,3,0,9,5
582,7,0,0,6,0,44,168,0,3,0,10,6
583,7,0,0,10,0,26,81,0,2,0,9,6
584,6,0,0,1,0,32,134,0,3,0,10,7
585,7,0,0,10,0,26,81,0,2,0,9,6
586,7,0,0,7,0,38,157,0,3,0,8,6
587,6,0,0,1,0,37,136,0,3,0,10,7
588,6,0,0,2,0,42,121,0,3,0,10,7
589,7,0,0,5,0,25,136,0,3,0,9,6
590,7,0,0,14,0,6,148,0,2,0,9,5
591,7,0,0,1,0,48,119,0,3,0,10,6
592,6,0,0,10,0,28,152,0,3,0,9,5
593,6,0,0,1,0,10,131,0,2,0,10,5
594,6,0,0,1,0,9,131,0,2,0,10,5
595,6,0,0,0,0,7,140,0,3,0,10,7
596,6,0,0,10,0,28,152,0,3,0,9,5
597,7,0,0,4,0,26,127,0,3,0,10,6
598,5,0,0,11,0,31,115,0,3,0,10,8
599,6,0,0,1,0,14,55,0,3,0,11,7
600,6,0,0,1,0,36,160,0,3,0,9,6
601,7,0,0,1,0,31,106,0,2,0,10,6
602,6,0,0,1,0,10,131,0,2,0,10,5
603,6,0,0,1,0,9,131,0,2,0,10,5
604,6,0,0,1,0,34,134,0,2,0,9,6
605,6,0,0,1,0,34,134,0,2,0,9,6
606,7,0,0,7,0,38,158,0,3,0,9,5
607,7,0,0,7,0,38,158,0,3,0,9,5
608,6,0,0,17,0,48,161,0,3,0,9,5
609,7,0,0,5,0,12,94,0,3,0,10,6
610,6,0,0,3,0,29,119,0,3,0,12,8
611,7,0,0,4,0,9,95,0,3,0,11,6
612,7,0,0,11,0,37,133,0,2,0,8,5
613,7,0,0,10,0,38,133,0,3,0,8,5
614,7,0,0,10,0,38,133,0,3,0,8,5
615,7,0,0,11,0,37,133,0,2,0,8,5
616,7,0,0,2,0,18,101,0,3,0,11,7
617,7,0,0,1,0,52,195,0,3,0,10,6
618,7,0,0,1,0,52,190,0,3,0,10,6
619,7,0,0,1,0,33,135,0,3,0,9,6
620,6,0,0,16,0,59,222,0,3,0,9,5
621,6,0,0,8,0,50,171,0,2,0,9,5
622,5,0,0,6,0,22,141,0,3,0,10,6
623,7,0,0,1,0,3,64,0,3,0,11,5
624,6,0,0,1,0,27,128,0,3,0,9,5
625,6,0,0,13,0,49,130,0,3,0,11,8
626,7,0,0,10,0,22,177,0,3,0,9,4
627,7,0,0,6,0,31,228,0,3,0,9,6
628,7,0,0,6,0,31,228,0,3,0,9,6
629,5,0,0,1,0,23,99,0,3,0,10,6
630,7,0,0,18,0,35,144,0,3,0,8,5
631,7,0,0,18,0,35,144,0,3,0,8,5
632,6,0,0,4,0,16,131,0,3,0,10,6
633,6,0,0,12,0,45,187,0,3,0,9,5
634,6,0,0,4,0,46,150,0,3,0,10,6
635,5,0,0,4,0,34,140,0,3,0,10,6
636,6,0,0,4,0,39,133,0,3,0,10,7
637,7,0,0,11,0,25,148,0,3,0,9,5
638,5,0,0,5,0,48,198,0,3,0,10,5
639,5,0,0,5,0,49,197,0,3,0,10,5
640,5,0,0,1,0,33,127,0,3,0,11,7
641,6,0,0,12,0,34,189,0,3,0,9,4
642,6,0,0,13,0,68,179,0,3,0,10,6
643,6,0,0,11,0,34,163,0,3,0,9,5
644,6,0,0,11,0,32,166,0,3,0,9,5
645,6,0,0,7,0,44,166,0,3,0,9,5
646,6,0,0,1,0,7,151,0,3,0,9,4
647,7,0,0,12,0,57,146,0,3,0,9,6
648,6,0,0,5,0,34,190,0,3,0,10,5
649,7,0,0,14,0,35,189,0,3,0,9,7
650,7,0,0,14,0,35,189,0,3,0,9,7
651,7,0,0,14,0,35,189,0,3,0,9,7
652,7,0,0,14,0,35,189,0,3,0,9,7
653,5,0,0,12,0,34,134,0,3,0,9,6
654,6,0,0,2,0,70,138,0,3,0,11,7
655,7,0,0,5,0,30,117,0,3,0,12,6
656,9,0,0,4,0,27,95,0,3,0,11,6
657,7,0,0,3,0,14,136,0,3,0,10,5
658,6,0,0,3,0,41,188,0,3,0,11,5
659,6,0,0,1,0,122,234,0,3,0,10,4
660,7,0,0,1,0,12,86,0,3,0,9,5
661,6,0,0,14,0,47,133,0,3,0,12,7
662,7,0,0,8,0,23,188,0,3,0,9,4
663,7,0,0,1,0,12,86,0,3,0,9,5
664,7,0,0,7,0,49,182,0,3,0,9,6
665,7,0,0,1,0,24,130,0,3,0,9,5
666,6,0,0,1,0,38,195,0,3,0,12,6
667,7,0,0,7,0,49,182,0,3,0,9,6
668,6,0,0,1,0,37,173,0,3,0,10,6
669,6,0,0,11,0,60,211,0,3,0,9,5
670,7,0,0,9,0,34,199,0,3,0,9,6
671,6,0,0,1,0,22,101,0,3,0,11,6
672,7,0,0,14,0,46,150,0,3,0,12,8
673,6,0,0,2,0,18,130,0,3,0,10,6
674,6,0,0,10,0,57,206,0,3,0,9,5
675,6,0,0,6,0,44,201,0,3,0,9,6
676,5,0,0,12,0,48,224,0,3,0,9,6
677,5,0,0,4,0,23,94,0,3,0,11,7
678,5,0,0,4,0,23,94,0,3,0,11,7
679,5,0,0,4,0,23,94,0,3,0,11,7
680,6,0,0,1,0,64,159,0,3,0,10,5
681,6,0,0,1,0,12,171,0,3,0,9,5
682,5,0,0,11,0,30,165,0,3,0,9,6
683,6,0,0,4,0,61,174,0,3,0,9,5
684,8,0,0,1,0,50,183,0,3,0,11,5
685,6,0,0,13,0,54,201,0,3,0,9,5
686,6,0,0,5,0,21,114,0,3,0,10,7
687,6,0,0,13,0,22,193,0,3,0,9,4
688,7,0,0,10,0,61,222,0,3,0,9,6
689,6,0,0,2,0,34,125,0,3,0,10,7
690,6,0,0,1,0,25,136,0,3,0,10,4
691,6,0,0,6,0,36,198,0,3,0,9,6
692,6,0,0,6,0,36,191,0,3,0,9,5
693,5,0,0,6,0,34,185,0,3,0,9,5
694,7,0,0,17,0,51,225,0,3,0,9,6
695,6,0,0,14,0,49,198,0,3,0,9,5
696,6,0,0,1,0,22,94,0,3,0,11,6
697,7,0,0,14,0,62,204,0,3,0,9,5
698,7,0,0,14,0,62,204,0,3,0,9,5
699,7,0,0,14,0,62,204,0,3,0,9,5
700,8,0,0,13,0,29,197,0,3,0,9,5
701,5,0,0,2,0,19,135,0,3,0,13,7
702,6,0,0,1,0,20,84,0,3,0,10,4
703,6,0,0,1,0,30,110,0,3,0,10,6
704,5,0,0,3,0,18,115,0,3,0,12,6
705,8,0,0,6,0,13,41,0,2,0,10,5
706,6,0,0,6,0,50,218,0,3,0,10,5
707,7,0,0,4,0,57,166,0,3,0,11,6
708,7,0,0,13,0,44,130,0,3,0,10,6
709,6,0,0,1,0,13,98,0,3,0,9,5
710,6,0,0,12,0,51,172,0,3,0,9,5
711,8,0,0,1,0,31,128,0,3,0,12,6
712,8,0,0,1,0,31,128,0,3,0,12,6
713,6,0,0,7,0,57,213,0,3,0,10,5
714,6,0,0,2,0,39,187,0,3,0,10,6
715,6,0,0,1,0,41,150,0,3,0,10,7
716,7,0,0,9,0,22,221,0,3,0,9,6
717,7,0,0,18,0,34,157,1,2,0,9,5
718,6,0,0,1,0,41,150,0,3,0,10,7
719,7,0,0,1,0,35,127,0,3,0,10,7
720,6,0,0,9,0,62,178,0,3,0,8,5
721,6,0,0,1,0,15,182,0,3,0,10,5
722,6,0,0,1,0,23,128,0,3,0,11,6
723,6,0,0,1,0,29,89,0,3,0,12,8
724,7,0,0,1,0,23,122,0,3,0,10,7
725,6,0,0,1,0,35,136,0,3,0,10,5
726,6,0,0,2,0,41,114,0,3,0,11,7
727,7,0,0,8,0,19,101,0,2,0,9,5
728,6,0,0,5,0,42,157,0,3,0,10,5
729,6,0,0,0,0,12,188,0,3,0,9,5
730,6,0,0,13,0,25,139,0,3,0,10,6
731,6,0,0,10,0,78,240,0,3,0,9,6
732,8,0,0,6,0,14,49,0,3,0,11,7
733,6,0,0,14,0,40,183,0,3,0,9,6
734,6,0,0,9,0,28,191,0,3,0,9,5
735,6,0,0,5,0,15,129,0,3,0,9,6
736,6,0,0,14,0,40,183,0,3,0,9,6
737,6,0,0,9,0,28,191,0,3,0,9,5
738,7,0,0,3,0,40,142,0,3,0,10,7
739,6,0,0,5,0,15,129,0,3,0,9,6
740,6,0,0,4,0,5,19,0,3,0,12,3
741,5,0,0,1,0,21,57,0,3,0,11,6
742,7,0,0,2,0,26,136,0,3,0,10,6
743,5,0,0,12,0,38,152,0,3,0,9,5
744,7,0,0,7,0,24,160,0,3,0,10,5
745,7,0,1,2,0,34,113,0,3,0,12,6
746,7,0,0,8,0,31,253,0,3,0,10,6
747,7,0,0,7,0,56,177,0,3,0,11,6
748,6,0,0,8,0,44,176,0,3,0,9,6
749,7,0,0,7,0,51,175,0,3,0,11,6
750,7,0,0,7,0,56,177,0,3,0,11,6
751,6,0,0,10,0,78,167,0,3,0,10,6
752,6,0,0,14,0,83,160,0,3,0,9,6
753,7,0,0,8,0,31,253,0,3,0,10,6
754,5,0,0,2,0,14,138,0,3,0,9,5
755,7,0,0,1,0,32,107,0,3,0,12,7
756,5,0,0,11,0,45,175,0,3,0,9,5
757,6,0,0,15,0,68,178,0,3,0,9,6
758,7,0,0,1,0,55,136,0,3,0,9,7
759,7,0,0,1,0,54,134,0,3,0,9,7
760,6,0,0,8,0,44,176,0,3,0,9,6
761,7,0,0,8,0,42,173,0,3,0,9,6
762,6,0,0,19,0,55,247,1,3,0,8,5
763,5,0,0,18,0,38,128,0,3,0,10,6
764,6,0,0,5,0,36,168,0,3,0,9,6
765,7,0,0,1,0,35,135,0,2,0,11,6
766,6,0,0,13,0,81,238,0,3,0,9,5
767,6,0,0,1,0,7,46,0,3,0,10,6
768,6,0,0,8,0,41,113,0,3,0,9,7
769,6,0,0,8,0,41,113,0,3,0,9,7
770,6,0,0,5,0,29,120,0,3,0,9,7
771,6,0,0,1,0,58,140,0,3,0,9,7
772,6,0,0,1,0,61,144,0,3,0,9,7
773,6,0,0,16,0,49,172,0,3,0,9,5
774,9,0,0,10,0,28,124,0,3,0,10,9
775,6,0,0,2,0,29,104,0,3,0,12,6
776,8,0,0,1,0,18,98,0,3,0,11,6
777,7,0,0,13,0,47,197,0,3,0,9,5
778,6,0,0,15,0,59,178,0,3,0,9,7
779,8,0,0,14,0,43,145,1,3,0,8,8
780,6,0,0,1,0,7,55,0,3,0,11,4
781,7,0,0,9,0,44,213,0,3,0,9,6
782,6,0,0,15,0,59,178,0,3,0,9,7
783,8,0,0,14,0,43,145,1,3,0,8,8
784,7,0,0,13,0,47,197,0,3,0,9,5
785,7,0,0,10,0,31,119,0,3,0,9,6
786,7,0,0,11,0,31,117,0,3,0,9,6
787,7,0,0,11,0,31,117,0,3,0,9,6
788,5,0,0,7,0,26,116,0,3,0,10,7
789,7,0,0,10,0,31,119,0,3,0,9,6
790,7,0,0,11,0,31,117,0,3,0,9,6
791,5,0,0,2,0,28,92,0,3,0,10,7
792,6,0,0,4,0,34,144,0,3,0,10,5
793,5,0,0,2,0,28,92,0,3,0,10,7
794,7,0,0,1,0,38,173,0,3,0,9,5
795,7,0,0,7,0,37,157,0,3,0,9,5
796,7,0,0,8,0,42,215,0,3,0,9,6
797,6,0,0,12,0,47,153,0,3,0,9,6
798,5,0,0,4,0,30,113,0,3,0,9,6
799,6,0,0,1,0,14,75,0,3,0,11,8
800,7,0,0,11,0,44,161,0,3,0,8,6
801,6,0,0,6,0,61,222,0,3,0,9,5
802,6,0,0,11,0,57,220,0,3,0,9,5
803,6,0,0,11,0,46,165,0,3,0,9,7
804,7,0,0,6,0,24,112,0,3,0,9,6
805,7,0,0,11,0,44,161,0,3,0,8,6
806,6,0,0,13,0,57,205,0,3,0,9,5
807,6,0,0,13,0,55,204,0,3,0,9,6
808,6,0,0,12,0,65,246,0,3,0,9,6
809,6,0,0,13,0,57,206,0,3,0,9,6
810,6,0,0,6,0,61,222,0,3,0,9,5
811,6,0,0,1,0,17,120,0,3,0,9,6
812,6,0,0,1,0,9,160,0,3,0,9,7
813,6,0,0,16,0,44,166,1,3,0,9,6
814,7,0,0,15,0,44,229,0,3,0,10,6
815,6,0,0,2,0,24,125,0,3,0,9,5
816,8,0,0,5,0,7,77,0,3,0,11,5
817,6,0,0,8,0,27,133,0,3,0,9,5
818,6,0,0,2,0,24,125,0,3,0,9,5
819,6,0,0,8,0,27,133,0,3,0,9,5
820,6,0,0,1,0,24,85,0,3,0,12,9
821,7,0,0,10,0,28,212,0,2,0,9,6
822,6,0,0,5,0,34,104,0,3,0,9,5
823,6,0,0,6,0,36,117,0,3,0,9,6
824,8,0,0,5,0,7,77,0,3,0,11,5
825,7,0,0,7,0,36,167,0,3,0,9,6
826,6,0,0,8,0,24,155,0,3,0,10,6
827,7,0,0,2,0,27,139,0,3,0,12,9
828,7,0,0,10,0,20,90,0,3,0,10,7
829,7,0,0,1,0,21,90,0,3,0,11,7
830,7,0,0,1,0,34,110,0,3,0,10,6
831,7,0,0,5,0,34,161,0,3,0,11,4
832,7,0,0,2,0,34,108,0,3,0,12,8
833,6,0,0,1,0,27,82,0,3,0,12,6
834,7,0,0,1,0,34,110,0,3,0,10,6
835,7,0,0,4,0,34,108,0,3,0,12,8
836,7,0,0,2,0,30,177,0,3,0,11,8
837,7,0,0,2,0,30,177,0,3,0,11,8
838,7,0,0,2,0,30,177,0,3,0,11,8
839,7,0,0,6,0,12,126,0,3,0,12,7
840,7,0,0,6,0,12,126,0,3,0,12,7
841,8,0,0,13,0,35,169,0,3,0,8,7
842,8,0,0,13,0,35,169,0,3,0,8,7
843,6,0,0,1,0,33,101,0,3,0,10,7
844,7,0,0,1,0,29,118,0,3,0,11,8
845,7,0,0,1,0,29,118,0,3,0,11,8
846,6,0,0,15,0,62,153,0,3,0,9,5
847,9,0,0,1,0,17,73,0,3,0,10,5
848,8,0,0,13,0,35,169,0,3,0,8,7
849,6,0,0,1,0,30,105,0,3,0,11,6
850,6,0,0,1,0,33,101,0,3,0,10,7
851,8,0,0,13,0,58,166,0,3,0,9,5
852,6,0,0,1,0,40,117,0,3,0,9,7
853,7,0,0,11,0,41,151,0,3,0,8,5
854,6,0,0,1,0,40,117,0,3,0,9,7
855,7,0,0,2,0,30,116,0,3,0,10,7
856,8,0,0,13,0,58,166,0,3,0,9,5
857,8,0,0,13,0,59,169,0,3,0,9,5
858,6,0,0,10,0,60,149,0,3,0,10,7
859,6,0,0,4,0,60,166,0,3,0,9,5
860,8,0,0,1,0,38,103,0,3,0,10,8
861,7,0,0,14,0,57,182,0,3,0,9,7
862,4,0,0,6,0,33,163,0,3,0,9,6
863,6,0,0,1,0,24,111,0,3,0,12,6
864,4,0,0,6,0,34,163,0,3,0,9,5
865,6,0,0,2,0,26,117,0,3,0,12,6
866,6,0,0,1,0,40,117,0,3,0,9,7
867,7,0,0,12,0,41,143,1,3,0,8,8
868,7,0,0,14,0,49,173,0,3,0,9,7
869,7,0,0,1,0,37,97,0,3,0,10,6
870,6,0,0,9,0,11,159,0,3,0,9,5
871,7,0,0,11,0,41,151,0,3,0,8,5
872,6,0,0,4,0,24,125,0,3,0,10,6
873,10,0,0,1,0,5,33,0,2,0,9,3
874,7,0,0,1,0,10,64,0,3,0,10,5
875,7,0,0,2,0,28,141,0,3,0,10,7
876,6,0,0,4,0,57,119,0,3,0,12,9
877,6,0,0,1,0,33,104,0,3,0,10,6
878,6,0,0,1,0,37,110,0,3,0,8,6
879,6,0,0,2,0,18,111,0,3,0,11,8
880,7,0,0,2,0,28,141,0,3,0,10,7
881,8,0,0,1,0,9,121,0,3,0,9,6
882,7,0,0,6,0,22,125,0,3,0,11,6
883,7,0,0,6,0,22,125,0,3,0,11,6
884,6,0,0,12,0,38,236,0,3,0,9,6
885,6,0,0,2,0,20,105,0,3,0,12,7
886,7,0,0,1,0,39,173,0,3,0,11,6
887,6,0,0,2,0,34,90,0,3,0,11,7
888,7,0,0,1,0,39,173,0,3,0,11,6
889,6,0,0,2,0,34,90,0,3,0,11,7
890,5,0,0,6,0,43,166,0,3,0,9,6
891,5,0,0,1,0,40,114,0,3,0,11,7
892,5,0,0,1,0,38,114,0,3,0,9,5
893,7,0,0,1,0,33,128,0,3,0,12,7
894,5,0,0,1,0,40,114,0,3,0,11,7
895,5,0,0,1,0,17,67,0,3,0,10,6
896,6,0,0,8,0,52,242,0,3,0,10,6
897,7,0,0,1,0,12,87,0,3,0,10,6
898,6,0,0,1,0,13,67,0,3,0,10,6
899,6,0,0,8,0,52,242,0,3,0,10,6
900,6,0,0,7,0,30,145,0,3,0,11,7
901,8,0,0,13,0,26,113,0,3,0,9,6
902,6,0,0,12,0,63,229,0,3,0,8,5
903,5,0,0,7,0,60,206,0,3,0,9,6
904,6,0,0,2,0,49,159,0,3,0,8,8
905,8,0,0,1,0,9,101,0,3,0,11,4
906,8,0,0,1,0,8,72,0,3,0,10,4
907,7,0,0,2,0,30,124,0,3,0,12,8
908,8,0,0,9,0,23,159,0,3,0,9,4
909,7,0,0,13,0,46,217,0,3,0,8,5
910,6,0,0,5,0,24,144,0,3,0,9,5
911,6,0,0,5,0,22,143,0,3,0,9,5
912,6,0,0,5,0,22,145,0,3,0,9,5
913,5,0,0,0,0,11,30,0,3,0,9,5
914,8,0,0,1,0,11,88,0,3,0,9,4
915,5,0,0,0,0,11,30,0,3,0,9,5
916,7,0,0,4,0,36,137,0,3,0,10,7
917,7,0,0,1,0,23,124,0,2,0,11,6
918,7,0,0,1,0,27,107,0,3,0,11,6
919,8,0,0,1,0,20,107,0,2,0,10,7
920,7,0,0,4,0,59,144,0,3,0,9,7
921,7,0,0,10,0,56,153,0,3,0,8,6
922,7,0,0,10,0,56,153,0,3,0,8,6
923,6,0,0,12,0,69,215,0,3,0,10,6
924,7,0,0,2,0,50,152,0,3,0,10,8
925,6,0,0,2,0,13,100,0,3,0,9,5
926,5,0,0,2,0,26,80,0,3,0,9,5
927,6,0,0,2,0,52,173,0,3,0,9,7
928,6,0,0,12,0,47,179,0,3,0,10,5
929,6,0,0,15,0,42,115,0,3,0,9,5
930,7,0,0,5,0,21,84,0,3,0,11,7
931,6,0,0,12,0,64,230,0,3,0,8,5
932,6,0,0,12,0,80,225,0,3,0,10,6
933,5,0,0,7,0,58,205,0,3,0,9,5
934,6,0,0,13,0,64,233,0,3,0,8,5
935,6,0,0,6,0,61,230,0,3,0,8,5
936,6,0,0,1,0,10,67,0,3,0,11,5
937,6,0,0,15,0,42,115,0,3,0,9,5
938,6,0,0,7,0,56,244,0,3,0,10,6
939,7,0,0,15,0,39,194,0,3,0,9,7
940,6,0,0,7,0,40,197,0,3,0,9,5
941,6,0,0,11,0,61,212,0,3,0,9,6
942,5,0,0,1,0,27,88,0,3,0,10,7
943,6,0,0,3,0,31,135,0,3,0,12,7
944,6,0,0,8,0,16,131,0,3,0,8,7
945,6,0,0,5,0,28,105,0,3,0,10,7
946,8,0,1,18,0,55,205,0,2,0,9,5
947,8,0,0,1,0,24,147,0,2,0,10,5
948,6,0,0,3,0,10,57,0,3,0,9,4
949,7,0,0,6,0,8,84,0,3,0,11,5
950,7,0,0,1,0,15,134,0,3,0,9,5
951,7,0,0,9,0,26,143,0,3,0,9,6
952,6,0,0,1,0,14,99,0,3,0,10,6
953,8,0,0,1,0,39,117,0,2,0,10,5
954,7,0,0,9,0,26,143,0,3,0,9,6
955,7,0,0,1,0,15,134,0,3,0,9,5
956,7,0,0,1,0,13,133,0,3,0,9,5
957,6,0,0,0,0,25,79,0,3,0,10,7
958,6,0,0,1,0,25,78,0,3,0,10,7
959,7,0,0,15,0,38,174,0,3,0,9,6
960,7,0,0,15,0,38,174,0,3,0,9,6
961,8,0,0,5,0,34,101,0,3,0,12,7
962,7,0,0,15,0,38,174,0,3,0,9,6
963,6,0,0,4,0,23,112,0,3,0,11,6
964,5,0,0,12,0,36,152,0,3,0,9,6
965,8,0,0,3,0,14,101,0,3,0,11,5
966,6,0,0,1,0,43,188,0,3,0,9,6
967,6,0,0,17,0,38,153,0,3,0,9,6
968,6,0,0,1,0,23,93,0,3,0,12,7
969,5,0,0,1,0,18,68,0,3,0,11,7
970,5,0,0,1,0,25,102,0,3,0,12,7
971,6,0,0,1,0,24,110,0,3,0,12,7
972,6,0,0,17,0,38,153,0,3,0,9,6
973,6,0,0,1,0,23,93,0,3,0,12,7
974,7,0,0,1,0,14,114,0,3,0,11,6
975,7,0,0,4,0,22,111,0,3,0,9,5
976,6,0,0,4,0,47,131,0,3,0,10,6
977,6,0,0,7,0,53,189,0,3,0,8,5
978,7,0,0,6,0,32,155,0,3,0,10,7
979,6,0,0,1,0,10,54,0,3,0,9,5
980,6,0,0,1,0,9,55,0,3,0,9,6
981,7,0,0,6,0,32,155,0,3,0,10,7
982,5,0,0,1,0,15,72,0,3,0,12,6
983,5,0,0,4,0,21,77,0,3,0,11,6
984,6,0,0,1,0,63,149,0,3,0,10,5
985,6,0,0,1,0,29,122,0,3,0,10,6
986,7,0,0,5,0,44,161,0,3,0,10,6
987,7,0,0,5,0,45,163,0,3,0,10,6
988,6,0,0,1,0,63,149,0,3,0,10,5
989,7,0,0,8,0,8,117,0,3,0,12,7
990,8,0,0,3,0,41,143,0,2,0,10,6
991,8,0,0,1,0,7,69,0,3,0,10,4
992,6,0,0,15,0,75,217,0,3,0,9,5
993,7,0,0,1,0,9,62,0,3,0,10,4
994,8,0,0,1,0,24,187,0,3,0,9,6
995,7,0,0,1,0,27,154,0,3,0,10,6
996,6,0,0,1,0,6,29,0,3,0,10,5
997,6,0,0,9,0,33,152,0,3,0,9,6
998,8,0,0,17,0,43,184,0,3,0,9,6
999,7,0,0,2,0,47,165,0,3,0,10,7
1000,8,0,0,1,0,16,84,0,3,0,9,7
1001,6,0,0,6,0,61,216,0,3,0,9,5
1002,6,0,0,7,0,60,221,0,3,0,9,6
1003,6,0,0,1,0,18,136,0,3,0,10,7
1004,5,0,0,3,0,40,153,0,3,0,11,6
1005,6,0,0,3,0,18,91,0,3,0,10,6
1006,5,0,0,3,0,40,153,0,3,0,11,6
1007,5,0,0,2,0,30,79,0,3,0,9,5
1008,6,0,0,1,0,45,199,0,3,0,10,7
1009,8,0,0,1,0,32,146,0,3,0,10,6
1010,7,0,0,1,0,25,109,0,3,0,10,6
1011,7,0,0,1,0,60,173,0,3,0,11,7
1012,8,0,0,1,0,31,98,0,3,0,10,6
1013,6,0,0,11,0,62,210,0,3,0,9,5
1014,6,0,0,12,0,63,162,0,3,0,8,5
1015,7,0,0,2,0,19,113,0,3,0,10,5
1016,6,0,0,11,0,44,136,0,2,0,9,5
1017,7,0,0,1,0,25,109,0,3,0,10,6
1018,7,0,0,1,0,47,157,0,2,0,10,6
1019,8,0,0,1,0,56,189,0,3,0,9,6
1020,8,0,0,1,0,35,125,0,3,0,11,7
1021,8,0,0,1,0,35,125,0,3,0,11,7
1022,6,0,0,7,0,54,188,0,3,0,11,8
1023,7,0,0,10,0,48,174,0,3,0,10,6
1024,6,0,0,2,0,23,185,0,3,0,12,6
1025,6,0,0,1,0,38,123,0,3,0,9,6
1026,6,0,0,1,0,47,140,0,3,0,10,6
1027,8,0,0,8,0,13,60,0,3,0,9,4
1028,7,0,0,1,0,51,128,0,3,0,10,7
1029,6,0,0,11,0,50,245,0,3,0,9,4
1030,7,0,0,2,0,24,166,0,3,0,10,6
1031,6,0,0,7,0,45,232,0,3,0,10,6
1032,7,0,0,6,0,44,234,0,3,0,10,6
1033,7,0,0,6,0,44,234,0,3,0,10,6
1034,7,0,0,10,0,33,227,0,2,0,9,3
1035,8,0,0,1,0,39,148,0,3,0,10,6
1036,7,0,0,1,0,18,75,0,3,0,10,5
1037,7,0,0,6,0,11,77,0,3,0,9,5
1038,7,0,0,5,0,33,104,0,3,0,9,7
1039,7,0,0,1,0,13,102,0,3,0,11,5
1040,8,0,0,2,0,17,138,0,3,0,10,4
1041,7,0,0,1,0,19,75,0,3,0,10,5
1042,7,0,0,5,0,18,104,0,3,0,10,4
1043,7,0,0,19,0,55,243,1,2,0,8,5
1044,7,0,0,1,0,23,94,0,3,0,10,7
1045,7,0,0,2,0,24,92,0,3,0,10,5
1046,6,0,0,1,0,23,107,0,3,0,10,5
1047,7,0,0,1,0,5,61,0,3,0,10,5
1048,8,0,0,1,0,15,75,0,3,0,9,5
1049,6,0,0,4,0,36,116,0,3,0,12,6
1050,7,0,0,7,0,29,152,0,3,0,9,5
1051,6,0,0,1,0,52,123,0,3,0,9,6
1052,7,0,0,1,0,18,86,0,2,0,11,5
1053,9,0,0,2,0,17,119,0,3,0,10,4
1054,7,0,0,1,0,5,61,0,3,0,10,5
1055,8,0,0,2,0,29,111,0,2,0,10,5
1056,7,0,0,1,0,26,111,0,3,0,10,6
1057,7,0,0,10,0,35,197,0,3,0,9,5
1058,7,0,0,1,0,26,111,0,3,0,10,6
1059,5,0,0,1,0,48,166,0,3,0,8,4
1060,8,0,0,2,0,30,121,0,3,0,11,7
1061,7,0,0,7,0,45,185,0,3,0,9,5
1062,6,0,0,4,0,35,216,0,3,0,9,5
1063,6,0,0,4,0,36,202,0,3,0,9,5
1064,8,0,0,1,0,48,159,0,3,0,10,6
1065,8,0,0,14,0,32,126,1,3,0,9,5
